GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
LOC644961	CHR1	+	27522951	27525603	1	1	N	TMEM222 CHR1 + 27521222 27535478;
SYTL1	CHR1	+	27541069	27553010	1	1	N	
MAP3K6	CHR1	-	27554256	27565924	1	1	N	
FCN3	CHR1	-	27568187	27573902	1	1	N	
CD164L2	CHR1	-	27578182	27582392	1	1	N	
GPR3	CHR1	+	27591738	27594904	1	1	N	
WASF2	CHR1	-	27603320	27689265	1	1	N	
AHDC1	CHR1	-	27733342	27802730	1	1	N	
FGR	CHR1	-	27811387	27834314	1	1	N	
IFI6	CHR1	-	27865158	27871311	1	1	N	
FAM76A	CHR1	+	27925076	27962010	1	1	N	
STX12	CHR1	+	27972280	28023550	1	1	N	
PPP1R8	CHR1	+	28029838	28050770	1	1	N	SCARNA1 CHR1 + 28033498 28033664;
SCARNA1	CHR1	+	28033498	28033664	1	1	N	PPP1R8 CHR1 + 28029838 28050770;
THEMIS2	CHR1	+	28071641	28085780	1	1	N	
RPA2	CHR1	-	28090635	28113823	1	1	N	
SMPDL3B	CHR1	+	28134090	28158250	1	1	N	
XKR8	CHR1	+	28159090	28167191	1	1	N	
EYA3	CHR1	-	28169441	28287735	1	1	N	
PTAFR	CHR1	-	28346263	28393034	1	1	N	
DNAJC8	CHR1	-	28399376	28432129	1	1	N	
ATPIF1	CHR1	+	28435188	28437203	1	1	N	
SESN2	CHR1	+	28458549	28481589	1	1	N	
MED18	CHR1	+	28528099	28535065	1	1	N	
PHACTR4	CHR1	+	28568679	28699468	1	1	N	
RCC1	CHR1	+	28705041	28738295	1	1	N	SNHG3 CHR1 + 28705041 28709991;
SNHG3	CHR1	+	28705041	28709991	1	1	N	RCC1 CHR1 + 28705041 28738295;
TRNAU1AP	CHR1	+	28752115	28777644	1	1	N	
SNHG12	CHR1	-	28777636	28780953	1	1	N	SNORA16A CHR1 - 28780018 28780152;SNORA44 CHR1 - 28779479 28779611;SNORA61 CHR1 - 28778862 28778992;SNORD99 CHR1 - 28777841 28777921;
SNORD99	CHR1	-	28777841	28777921	1	1	N	SNHG12 CHR1 - 28777636 28780953;
SNORA61	CHR1	-	28778862	28778992	1	1	N	SNHG12 CHR1 - 28777636 28780953;
SNORA44	CHR1	-	28779479	28779611	1	1	N	SNHG12 CHR1 - 28777636 28780953;
SNORA16A	CHR1	-	28780018	28780152	1	1	N	SNHG12 CHR1 - 28777636 28780953;
RAB42	CHR1	+	28791298	28793675	1	1	N	
TAF12	CHR1	-	28802195	28842191	1	1	N	
RNU11	CHR1	+	28847698	28847833	1	1	N	
GMEB1	CHR1	+	28867826	28914702	1	1	N	
YTHDF2	CHR1	+	28935719	28968874	1	1	N	
OPRD1	CHR1	+	29011240	29062795	1	1	N	
EPB41	CHR1	+	29086189	29319145	1	1	N	
TMEM200B	CHR1	-	29318523	29323008	1	1	N	
SRSF4	CHR1	-	29346836	29381224	1	1	N	
MECR	CHR1	-	29391971	29430041	1	1	N	
PTPRU	CHR1	+	29435614	29525912	1	1	N	
MATN1	CHR1	-	30956710	30969019	1	1	N	
MATN1-AS1	CHR1	+	30964205	30972180	1	1	N	
LAPTM5	CHR1	-	30977901	31003270	1	1	N	MIR4420 CHR1 - 30984589 30984666;
MIR4420	CHR1	-	30984589	30984666	1	1	N	LAPTM5 CHR1 - 30977901 31003270;
SDC3	CHR1	-	31114899	31154067	1	1	N	
PUM1	CHR1	-	31176939	31311151	1	1	N	SNORD103A CHR1 - 31181122 31194639;SNORD103B CHR1 - 31181122 31194639;SNORD85 CHR1 - 31213596 31213671;
SNORD103A	CHR1	-	31181122	31194639	1	1	Y	PUM1 CHR1 - 31176939 31311151;SNORD103B CHR1 - 31181122 31194639;
SNORD103B	CHR1	-	31181122	31194639	1	1	Y	PUM1 CHR1 - 31176939 31311151;SNORD103A CHR1 - 31181122 31194639;
SNORD85	CHR1	-	31213596	31213671	1	1	N	PUM1 CHR1 - 31176939 31311151;
NKAIN1	CHR1	-	31425178	31485321	1	1	N	
SNRNP40	CHR1	-	31505001	31542231	1	1	N	
ZCCHC17	CHR1	+	31542428	31610367	1	1	N	
FABP3	CHR1	-	31610686	31618510	1	1	N	
SERINC2	CHR1	+	31654998	31680114	1	1	N	
LOC149086	CHR1	+	31744425	31746754	1	1	N	
LOC284551	CHR1	+	31756622	31762433	1	1	N	
TINAGL1	CHR1	+	31814672	31825874	1	1	N	
HCRTR1	CHR1	+	31855887	31865506	1	1	N	
PEF1	CHR1	-	31868049	31883425	1	1	N	
COL16A1	CHR1	-	31890434	31942355	1	1	N	
BAI2	CHR1	-	31965304	32002235	1	1	N	MIR4254 CHR1 - 31996847 31996923;
MIR4254	CHR1	-	31996847	31996923	1	1	N	BAI2 CHR1 - 31965304 32002235;
SPOCD1	CHR1	-	32028611	32054167	1	1	N	
PTP4A2	CHR1	-	32144608	32176575	1	1	N	
KHDRBS1	CHR1	+	32252077	32282059	1	1	N	
TMEM39B	CHR1	+	32311089	32341054	1	1	N	
KPNA6	CHR1	+	32346230	32414755	1	1	N	
TXLNA	CHR1	+	32417931	32436473	1	1	N	
CCDC28B	CHR1	+	32438788	32443578	1	1	N	
IQCC	CHR1	+	32443822	32446875	1	1	N	
DCDC2B	CHR1	+	32447281	32454384	1	1	N	
TMEM234	CHR1	-	32454384	32460513	1	1	N	
EIF3I	CHR1	+	32460557	32469792	1	1	N	
MTMR9LP	CHR1	-	32469847	32479898	1	1	N	
FAM167B	CHR1	+	32485404	32487048	1	1	N	
LCK	CHR1	+	32489426	32524353	1	1	N	
HDAC1	CHR1	+	32530294	32571811	1	1	N	
MARCKSL1	CHR1	-	32572016	32574427	1	1	N	
LOC100128071	CHR1	-	32599457	32600431	1	1	N	
TSSK3	CHR1	+	32600448	32602511	1	1	N	
BSDC1	CHR1	-	32603291	32632649	1	1	N	
ZBTB8B	CHR1	+	32703244	32726046	1	1	N	
ZBTB8A	CHR1	+	32777358	32844129	1	1	N	
ZBTB8OS	CHR1	-	32859893	32888772	1	1	N	
RBBP4	CHR1	+	32889335	32924399	1	1	N	
SYNC	CHR1	-	32918093	32940948	1	1	N	
KIAA1522	CHR1	+	32980098	33013158	1	1	N	
YARS	CHR1	-	33013426	33056220	1	1	N	
S100PBP	CHR1	+	33055629	33097067	1	1	N	
FNDC5	CHR1	-	33100455	33110669	1	1	N	
HPCA	CHR1	+	33124684	33132834	1	1	N	
TMEM54	CHR1	-	33132782	33139540	1	1	N	
RNF19B	CHR1	-	33174636	33202873	1	1	N	
AK2	CHR1	-	33246127	33275099	1	1	N	
ADC	CHR1	+	33319300	33358582	1	1	N	
TRIM62	CHR1	-	33383589	33420258	1	1	N	
ZNF362	CHR1	+	33494760	33538907	1	1	N	
PHC2	CHR1	-	33561810	33613781	1	1	N	MIR3605 CHR1 - 33570580 33570680;
MIR3605	CHR1	-	33570580	33570680	1	1	N	PHC2 CHR1 - 33561810 33613781;
ZSCAN20	CHR1	+	33710818	33734582	1	1	N	
CSMD2	CHR1	-	33752195	34404030	1	1	N	
HMGB4	CHR1	+	34098662	34102979	1	1	N	
LOC402779	CHR1	+	34107143	34123646	1	1	N	
C1orf94	CHR1	+	34405210	34457318	1	1	N	
GJB5	CHR1	+	34993307	34996699	1	1	N	
GJB4	CHR1	+	34997928	35001912	1	1	N	
GJB3	CHR1	+	35019376	35024554	1	1	N	
GJA4	CHR1	+	35031185	35033935	1	1	N	
C1orf212	CHR1	-	35088549	35098004	1	1	N	
DLGAP3	CHR1	-	35103623	35143571	1	1	N	
LOC653160	CHR1	-	35213886	35216894	1	1	N	
ZMYM6NB	CHR1	-	35219713	35223535	1	1	N	
ZMYM6	CHR1	-	35224353	35270156	1	1	N	
ZMYM1	CHR1	+	35317558	35354042	1	1	N	
SFPQ	CHR1	-	35421787	35431330	1	1	N	
ZMYM4	CHR1	+	35507154	35660132	1	1	N	
KIAA0319L	CHR1	-	35671677	35795624	1	1	N	
NCDN	CHR1	+	35795979	35804967	1	1	N	
TFAP2E	CHR1	+	35811557	35833514	1	1	N	
PSMB2	CHR1	-	35837729	35880032	1	1	N	
C1orf216	CHR1	-	35952063	35957377	1	1	N	
CLSPN	CHR1	-	35970299	36008138	1	1	N	
EIF2C4	CHR1	+	36046414	36096077	1	1	N	
EIF2C1	CHR1	+	36121396	36162486	1	1	N	
EIF2C3	CHR1	+	36169269	36294650	1	1	N	
TEKT2	CHR1	+	36322262	36326463	1	1	N	
ADPRHL2	CHR1	+	36327039	36332120	1	1	N	
COL8A2	CHR1	-	36333429	36338437	1	1	N	
TRAPPC3	CHR1	-	36374756	36394241	1	1	N	
MAP7D1	CHR1	+	36394389	36419028	1	1	N	
THRAP3	CHR1	+	36462603	36543544	1	1	N	
SH3D21	CHR1	+	36544580	36559535	1	1	N	
FAM176B	CHR1	-	36560218	36562342	1	1	N	
STK40	CHR1	-	36577811	36624072	1	1	N	
LSM10	CHR1	-	36631617	36636080	1	1	N	
OSCP1	CHR1	-	36656093	36688673	1	1	N	
MRPS15	CHR1	-	36693948	36702627	1	1	N	
CSF3R	CHR1	-	36704230	36721502	1	1	N	
GRIK3	CHR1	-	37033714	37272431	1	1	N	
MIR4255	CHR1	+	37399750	37399822	1	1	N	
LOC728431	CHR1	-	37693066	37712631	1	1	N	
ZC3H12A	CHR1	+	37712705	37722565	1	1	N	
MEAF6	CHR1	-	37728149	37753007	1	1	N	MIR5581 CHR1 - 37739122 37739182;
MIR5581	CHR1	-	37739122	37739182	1	1	N	MEAF6 CHR1 - 37728149 37753007;
SNIP1	CHR1	-	37772636	37792532	1	1	N	
DNALI1	CHR1	+	37795106	37805045	1	1	N	
GNL2	CHR1	-	37804999	37834173	1	1	N	
RSPO1	CHR1	-	37849537	37873182	1	1	N	
C1orf109	CHR1	-	37919828	37928779	1	1	N	
CDCA8	CHR1	+	37930659	37947978	1	1	N	
EPHA10	CHR1	-	37954232	38003411	1	1	N	
MANEAL	CHR1	+	38032360	38039865	1	1	N	
YRDC	CHR1	-	38041200	38046452	1	1	N	
C1orf122	CHR1	+	38046059	38047713	1	1	N	
MTF1	CHR1	-	38047825	38097879	1	1	N	
INPP5B	CHR1	-	38098955	38185316	1	1	N	
SF3A3	CHR1	-	38195238	38228348	1	1	N	
FHL3	CHR1	-	38235028	38243774	1	1	N	
UTP11L	CHR1	+	38250970	38263084	1	1	N	
POU3F1	CHR1	-	38282109	38285037	1	1	N	
MIR3659	CHR1	+	38327489	38327588	1	1	N	
LOC339442	CHR1	-	38447292	38453026	1	1	N	
RRAGC	CHR1	-	39077605	39097927	1	1	N	
GJA9-MYCBP	CHR1	-	39100748	39119885	1	1	N	GJA9 CHR1 - 39112325 39119885;MYCBP CHR1 - 39100748 39111637;
MYCBP	CHR1	-	39100748	39111637	1	1	N	GJA9-MYCBP CHR1 - 39100748 39119885;
GJA9	CHR1	-	39112325	39119885	1	1	N	GJA9-MYCBP CHR1 - 39100748 39119885;
RHBDL2	CHR1	-	39124065	39180043	1	1	N	
AKIRIN1	CHR1	+	39229502	39244324	1	1	N	
NDUFS5	CHR1	+	39264553	39272895	1	1	N	
MACF1	CHR1	+	39319675	39725397	1	1	N	KIAA0754 CHR1 + 39647762 39654741;
KIAA0754	CHR1	+	39647762	39654741	1	1	N	MACF1 CHR1 + 39319675 39725397;
BMP8A	CHR1	+	39729904	39768128	1	1	N	
PPIEL	CHR1	-	39760538	39797957	1	1	N	
PABPC4	CHR1	-	39799071	39815108	1	1	N	SNORA55 CHR1 - 39805632 39805769;
SNORA55	CHR1	-	39805632	39805769	1	1	N	PABPC4 CHR1 - 39799071 39815108;
HEYL	CHR1	-	39861689	39877935	1	1	N	
NT5C1A	CHR1	-	39897379	39910297	1	1	N	
HPCAL4	CHR1	-	39917231	39929676	1	1	N	
PPIE	CHR1	+	39977103	40002173	1	1	N	
BMP8B	CHR1	-	39996489	40027120	1	1	N	OXCT2 CHR1 - 40007783 40009607;
OXCT2	CHR1	-	40007783	40009607	1	1	N	BMP8B CHR1 - 39996489 40027120;
TRIT1	CHR1	-	40079292	40121764	1	1	N	
MYCL1	CHR1	-	40133682	40140274	1	1	N	
MFSD2A	CHR1	+	40193370	40208215	1	1	N	
CAP1	CHR1	+	40278841	40310908	1	1	N	
PPT1	CHR1	-	40310968	40335729	1	1	N	
RLF	CHR1	+	40399627	40479180	1	1	N	
TMCO2	CHR1	+	40486159	40489952	1	1	N	
ZMPSTE24	CHR1	+	40496308	40532443	1	1	N	
COL9A2	CHR1	-	40538749	40555526	1	1	N	
SMAP2	CHR1	+	40611964	40661585	1	1	N	
ZNF643	CHR1	+	40688923	40701977	1	1	N	
ZNF642	CHR1	+	40715888	40734602	1	1	N	
DEM1	CHR1	+	40747019	40754801	1	1	N	
ZNF684	CHR1	+	40769819	40786428	1	1	N	
RIMS3	CHR1	-	40858938	40903911	1	1	N	
LOC100130557	CHR1	-	40927338	40930520	1	1	N	
NFYC	CHR1	+	40929828	41009862	1	1	N	MIR30C1 CHR1 + 40995542 40995631;MIR30E CHR1 + 40992613 40992705;
MIR30E	CHR1	+	40992613	40992705	1	1	N	NFYC CHR1 + 40929828 41009862;
MIR30C1	CHR1	+	40995542	40995631	1	1	N	NFYC CHR1 + 40929828 41009862;
KCNQ4	CHR1	+	41022270	41078711	1	1	N	
CITED4	CHR1	-	41099314	41100605	1	1	N	
CTPS1	CHR1	+	41217593	41250822	1	1	N	
SLFNL1-AS1	CHR1	+	41252848	41282149	1	1	N	
SLFNL1	CHR1	-	41253855	41260014	1	1	N	
SCMH1	CHR1	-	41265457	41480402	1	1	N	
MIR5095	CHR1	+	41292368	41493117	1	1	N	
EDN2	CHR1	-	41717032	41722931	1	1	N	
HIVEP3	CHR1	-	41744622	42274183	1	1	N	
GUCA2B	CHR1	+	42391678	42394082	1	1	N	
GUCA2A	CHR1	-	42400948	42402982	1	1	N	
FOXJ3	CHR1	-	42414796	42574135	1	1	N	
RIMKLA	CHR1	+	42619054	42662487	1	1	N	
ZMYND12	CHR1	-	42668587	42694525	1	1	N	
PPCS	CHR1	+	42694759	42698673	1	1	N	
CCDC30	CHR1	+	42773146	42892922	1	1	N	
PPIH	CHR1	+	42896634	42915016	1	1	N	
YBX1	CHR1	+	42920652	42940607	1	1	N	
CLDN19	CHR1	-	42971350	42978512	1	1	N	
LEPRE1	CHR1	-	42984592	43005342	1	1	N	
C1orf50	CHR1	+	43005502	43014000	1	1	N	
LOC100129924	CHR1	+	43026247	43036488	1	1	N	
CCDC23	CHR1	-	43045309	43055646	1	1	N	
ERMAP	CHR1	+	43055362	43083247	1	1	N	
ZNF691	CHR1	+	43084830	43090733	1	1	N	
SLC2A1	CHR1	-	43163632	43197434	1	1	N	
SLC2A1-AS1	CHR1	+	43197306	43221616	1	1	N	
FAM183A	CHR1	+	43386180	43394654	1	1	N	
EBNA1BP2	CHR1	-	43402431	43410828	1	1	N	
WDR65	CHR1	+	43410587	43492616	1	1	N	
TMEM125	CHR1	+	43508251	43512260	1	1	N	
C1orf210	CHR1	-	43520143	43523875	1	1	N	
TIE1	CHR1	+	43539152	43561368	1	1	N	
MPL	CHR1	+	43576061	43592722	1	1	N	
CDC20	CHR1	+	43597212	43601460	1	1	N	
ELOVL1	CHR1	-	43601654	43606332	1	1	N	
MED8	CHR1	-	43622174	43628070	1	1	N	
SZT2	CHR1	+	43628142	43692505	1	1	N	
HYI	CHR1	-	43689260	43692247	1	1	N	
PTPRF	CHR1	+	43769133	43861930	1	1	N	
KDM4A	CHR1	+	43888383	43943776	1	1	N	
KDM4A-AS1	CHR1	-	43937995	43945599	1	1	N	
ST3GAL3	CHR1	+	43945790	44169424	1	1	N	
ARTN	CHR1	+	44171578	44175499	1	1	N	
IPO13	CHR1	+	44185064	44206281	1	1	N	
DPH2	CHR1	+	44208239	44211630	1	1	N	
ATP6V0B	CHR1	+	44213188	44216559	1	1	N	
B4GALT2	CHR1	+	44217460	44229430	1	1	N	
CCDC24	CHR1	+	44229866	44234785	1	1	N	
SLC6A9	CHR1	-	44234741	44269751	1	1	N	
KLF17	CHR1	+	44357108	44373396	1	1	N	
DMAP1	CHR1	+	44451711	44458938	1	1	N	
ERI3	CHR1	-	44459328	44593526	1	1	N	
RNF220	CHR1	+	44643546	44889983	1	1	N	MIR5584 CHR1 + 44783751 44783811;
MIR5584	CHR1	+	44783751	44783811	1	1	N	RNF220 CHR1 + 44643546 44889983;
TMEM53	CHR1	-	44892087	44912686	1	1	N	
C1orf228	CHR1	+	44912980	44963850	1	1	N	
KIF2C	CHR1	+	44978076	45006025	1	1	N	
RPS8	CHR1	+	45013832	45016999	1	1	N	SNORD38A CHR1 + 45016100 45016171;SNORD38B CHR1 + 45016648 45016717;SNORD46 CHR1 + 45014750 45014848;SNORD55 CHR1 + 45014123 45014197;
SNORD55	CHR1	+	45014123	45014197	1	1	N	RPS8 CHR1 + 45013832 45016999;
SNORD46	CHR1	+	45014750	45014848	1	1	N	RPS8 CHR1 + 45013832 45016999;
SNORD38A	CHR1	+	45016100	45016171	1	1	N	RPS8 CHR1 + 45013832 45016999;
SNORD38B	CHR1	+	45016648	45016717	1	1	N	RPS8 CHR1 + 45013832 45016999;
BEST4	CHR1	-	45021843	45026013	1	1	N	
PLK3	CHR1	+	45038622	45044254	1	1	N	
TCTEX1D4	CHR1	-	45044172	45045544	1	1	N	
BTBD19	CHR1	+	45046740	45052388	1	1	N	
PTCH2	CHR1	-	45058102	45081203	1	1	N	
EIF2B3	CHR1	-	45088780	45224981	1	1	N	
HECTD3	CHR1	-	45240806	45249614	1	1	N	
UROD	CHR1	+	45250391	45253928	1	1	N	
ZSWIM5	CHR1	-	45254662	45444837	1	1	N	
LOC400752	CHR1	+	45542168	45543878	1	1	N	
HPDL	CHR1	+	45565131	45566933	1	1	N	
MUTYH	CHR1	-	45567500	45578729	1	1	N	
TOE1	CHR1	+	45577928	45582237	1	1	N	
TESK2	CHR1	-	45582141	45729427	1	1	N	
CCDC163P	CHR1	-	45732184	45738338	1	1	N	
MMACHC	CHR1	+	45738442	45749326	1	1	N	
PRDX1	CHR1	-	45749293	45761149	1	1	N	
AKR1A1	CHR1	+	45789041	45808310	1	1	N	
NASP	CHR1	+	45822246	45857165	1	1	N	
CCDC17	CHR1	-	45858302	45862318	1	1	N	
GPBP1L1	CHR1	-	45865562	45924889	1	1	N	RPS15AP10 CHR1 - 45884039 45884944;
RPS15AP10	CHR1	-	45884039	45884944	1	1	N	GPBP1L1 CHR1 - 45865562 45924889;
TMEM69	CHR1	+	45926433	45932695	1	1	N	
IPP	CHR1	-	45932584	45989072	1	1	N	
MAST2	CHR1	+	46041871	46274383	1	1	N	
PIK3R3	CHR1	-	46278398	46371295	1	1	N	
TSPAN1	CHR1	+	46413335	46424221	1	1	N	
POMGNT1	CHR1	-	46426939	46458564	1	1	N	
LURAP1	CHR1	+	46441592	46459515	1	1	N	
RAD54L	CHR1	+	46485953	46516732	1	1	N	
LRRC41	CHR1	-	46516658	46541625	1	1	N	
UQCRH	CHR1	+	46541966	46555034	1	1	N	
NSUN4	CHR1	+	46578435	46603411	1	1	N	
FAAH	CHR1	+	46632525	46652107	1	1	N	
LOC729041	CHR1	+	46672085	46683961	1	1	N	
DMBX1	CHR1	+	46745254	46752473	1	1	N	
MKNK1-AS1	CHR1	+	46776954	46808514	1	1	N	
KNCN	CHR1	-	46783902	46789474	1	1	N	
MKNK1	CHR1	-	46795665	46842553	1	1	N	
MOB3C	CHR1	-	46845973	46855150	1	1	N	
ATPAF1	CHR1	-	46873297	46906686	1	1	N	
ATPAF1-AS1	CHR1	+	46910083	46911843	1	1	N	
KIAA0494-AS1	CHR1	+	46912294	46930356	1	1	N	
KIAA0494	CHR1	-	46913417	46957323	1	1	N	
CYP4B1	CHR1	+	47037256	47057608	1	1	N	
CYP4Z2P	CHR1	-	47081353	47138734	1	1	N	
CYP4A11	CHR1	-	47167432	47179743	1	1	N	
CYP4X1	CHR1	+	47261826	47289010	1	1	N	
CYP4Z1	CHR1	+	47305746	47356579	1	1	N	
CYP4A22	CHR1	+	47375693	47387113	1	1	N	
PDZK1IP1-AS1	CHR1	+	47417508	47418598	1	1	N	
PDZK1IP1	CHR1	-	47421847	47428358	1	1	N	
TAL1	CHR1	-	47454549	47468030	1	1	N	
STIL	CHR1	-	47488397	47552406	1	1	N	
CMPK1	CHR1	+	47572055	47617098	1	1	N	
FOXE3	CHR1	+	47654330	47656311	1	1	N	
FOXD2-AS1	CHR1	-	47670392	47672900	1	1	N	
FOXD2	CHR1	+	47674275	47678950	1	1	N	
TRABD2B	CHR1	-	47998786	48235149	1	1	N	
SKINTL	CHR1	-	48339973	48420687	1	1	N	
SLC5A9	CHR1	+	48460943	48486903	1	1	N	
SPATA6	CHR1	-	48533630	48710463	1	1	N	
AGBL4	CHR1	-	48771113	50262213	1	1	N	BEND5 CHR1 - 48966126 49015134;
BEND5	CHR1	-	48966126	49015134	1	1	N	AGBL4 CHR1 - 48771113 50262213;
ELAVL4	CHR1	+	50286272	50440127	1	1	N	
DMRTA2	CHR1	-	50655809	50661707	1	1	N	
FAF1	CHR1	-	50679522	51198524	1	1	N	
CDKN2C	CHR1	+	51206954	51212897	1	1	N	
C1orf185	CHR1	+	51340493	51386342	1	1	N	
RNF11	CHR1	+	51474532	51511707	1	1	N	
TTC39A	CHR1	-	51525517	51583373	1	1	N	
EPS15	CHR1	-	51592522	51757583	1	1	N	
OSBPL9	CHR1	+	51855133	52027479	1	1	N	
NRD1	CHR1	-	52027453	52117197	1	1	N	MIR761 CHR1 - 52074603 52074662;
MIR761	CHR1	-	52074603	52074662	1	1	N	NRD1 CHR1 - 52027453 52117197;
RAB3B	CHR1	-	52146215	52229024	1	1	N	
TXNDC12	CHR1	-	52258391	52294431	1	1	N	KTI12 CHR1 - 52270364 52272060;
KTI12	CHR1	-	52270364	52272060	1	1	N	TXNDC12 CHR1 - 52258391 52294431;
BTF3L4	CHR1	+	52294444	52328976	1	1	N	
ZFYVE9	CHR1	+	52380633	52584946	1	1	N	
CC2D1B	CHR1	-	52588852	52604465	1	1	N	
ORC1	CHR1	-	52611088	52642731	1	1	N	
PRPF38A	CHR1	+	52642806	52656580	1	1	N	
ZCCHC11	CHR1	-	52661535	52791350	1	1	N	
GPX7	CHR1	+	52840630	52847311	1	1	N	
FAM159A	CHR1	+	52871653	52895325	1	1	N	
SELRC1	CHR1	-	52924601	52936626	1	1	N	
ZYG11B	CHR1	+	52964718	53065601	1	1	N	
ZYG11A	CHR1	+	53080770	53132835	1	1	N	
ECHDC2	CHR1	-	53134169	53160034	1	1	N	
SCP2	CHR1	+	53165488	53289877	1	1	N	
PODN	CHR1	+	53300311	53323762	1	1	N	
SLC1A7	CHR1	-	53325442	53380877	1	1	N	
CPT2	CHR1	+	53434688	53452457	1	1	N	
C1orf123	CHR1	-	53452359	53458877	1	1	N	
MAGOH	CHR1	-	53465151	53476870	1	1	N	
LOC100507564	CHR1	+	53476869	53481043	1	1	N	
LRP8	CHR1	-	53480629	53566409	1	1	N	
SLC25A3P1	CHR1	-	53676630	53678281	1	1	N	
DMRTB1	CHR1	+	53697659	53705746	1	1	N	
GLIS1	CHR1	-	53744493	53972465	1	1	N	
TMEM48	CHR1	-	54003721	54076813	1	1	N	
YIPF1	CHR1	-	54089979	54128075	1	1	N	
DIO1	CHR1	+	54132448	54149347	1	1	N	
HSPB11	CHR1	-	54159821	54183876	1	1	N	
LRRC42	CHR1	+	54184586	54206429	1	1	N	
LDLRAD1	CHR1	-	54247093	54256391	1	1	N	
TMEM59	CHR1	-	54269936	54291699	1	1	N	
TCEANC2	CHR1	+	54291861	54338004	1	1	N	MIR4781 CHR1 + 54292339 54292415;
MIR4781	CHR1	+	54292339	54292415	1	1	N	TCEANC2 CHR1 + 54291861 54338004;
CDCP2	CHR1	-	54377255	54392031	1	1	N	
CYB5RL	CHR1	-	54410614	54438334	1	1	N	
MRPL37	CHR1	+	54438427	54456644	1	1	N	
SSBP3	CHR1	-	54464782	54644680	1	1	N	
ACOT11	CHR1	+	54786394	54873005	1	1	N	
FAM151A	CHR1	-	54847437	54861788	1	1	N	
HEATR8	CHR1	+	54880014	54948527	1	1	N	HEATR8-TTC4 CHR1 + 54880014 54980916;
HEATR8-TTC4	CHR1	+	54880014	54980916	1	1	N	HEATR8 CHR1 + 54880014 54948527;TTC4 CHR1 + 54954082 54980916;
TTC4	CHR1	+	54954082	54980916	1	1	N	HEATR8-TTC4 CHR1 + 54880014 54980916;
PARS2	CHR1	-	54995158	55002814	1	1	N	
TTC22	CHR1	-	55019339	55039529	1	1	N	
C1orf177	CHR1	+	55044323	55080525	1	1	N	
DHCR24	CHR1	-	55087887	55125509	1	1	N	
TMEM61	CHR1	+	55219052	55230554	1	1	N	
BSND	CHR1	+	55237204	55247053	1	1	N	
PCSK9	CHR1	+	55277736	55303114	1	1	N	
USP24	CHR1	-	55304619	55453627	1	1	N	
LOC100507634	CHR1	+	55453668	55455716	1	1	N	
MIR4422	CHR1	+	55463901	55463984	1	1	N	
PPAP2B	CHR1	-	56733006	56817845	1	1	N	
PRKAA2	CHR1	+	56883577	56953596	1	1	N	
C1orf168	CHR1	-	56957064	57057957	1	1	N	
C8A	CHR1	+	57093030	57156482	1	1	N	
C8B	CHR1	-	57167470	57204276	1	1	N	
DAB1	CHR1	-	57236166	58488799	1	1	N	
OMA1	CHR1	-	58718978	58785034	1	1	N	
TACSTD2	CHR1	-	58813682	58815754	1	1	N	
MYSM1	CHR1	-	58892998	58938335	1	1	N	
JUN	CHR1	-	59019050	59022373	1	1	N	
LOC100131060	CHR1	+	59023410	59137972	1	1	N	
HSD52	CHR1	-	59370195	59385067	1	1	N	
FGGY	CHR1	+	59535212	60000990	1	1	N	
MIR4711	CHR1	-	59971486	59971556	1	1	N	
HOOK1	CHR1	+	60053120	60114638	1	1	N	
CYP2J2	CHR1	-	60131567	60165011	1	1	N	
C1orf87	CHR1	-	60228653	60312030	1	1	N	
NFIA	CHR1	+	61315533	61701048	1	1	N	
TM2D1	CHR1	-	61919306	61963683	1	1	N	
INADL	CHR1	+	61980736	62402179	1	1	N	
L1TD1	CHR1	+	62433061	62450588	1	1	N	
KANK4	CHR1	-	62474424	62557671	1	1	N	
USP1	CHR1	+	62674562	62690063	1	1	N	
DOCK7	CHR1	-	62692984	62926557	1	1	N	
ANGPTL3	CHR1	+	62835774	62843768	1	1	N	
ATG4C	CHR1	+	63022364	63103529	1	1	N	
LINC00466	CHR1	-	63397341	63555489	1	1	N	
FOXD3	CHR1	+	63561317	63563385	1	1	N	
ALG6	CHR1	+	63605848	63676821	1	1	N	
ITGB3BP	CHR1	-	63679028	63761532	1	1	N	
EFCAB7	CHR1	+	63761600	63810952	1	1	N	DLEU2L CHR1 + 63787238 63788895;
DLEU2L	CHR1	+	63787238	63788895	1	1	N	EFCAB7 CHR1 + 63761600 63810952;
PGM1	CHR1	+	63831534	63898505	1	1	N	
ROR1	CHR1	+	64012277	64419767	1	1	N	
UBE2U	CHR1	+	64442077	64482615	1	1	N	
CACHD1	CHR1	+	64709063	64931329	1	1	N	MIR4794 CHR1 + 64818117 64818192;
MIR4794	CHR1	+	64818117	64818192	1	1	N	CACHD1 CHR1 + 64709063 64931329;
RAVER2	CHR1	+	64983365	65071502	1	1	N	
JAK1	CHR1	-	65071493	65204775	1	1	N	
MIR3671	CHR1	-	65296025	65296113	1	1	N	
MIR101-1	CHR1	-	65296704	65296779	1	1	N	
AK4	CHR1	+	65385819	65470416	1	1	N	
DNAJC6	CHR1	+	65502964	65654140	1	1	N	
LEPROT	CHR1	+	65658718	65674278	1	1	N	LEPR CHR1 + 65658922 65875764;
